action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,game_date,matchup,opponent,shot_id
Jump Shot,Jump Shot,393,20900879,33.8223,146,222,-118.1238,3,3,0,2009-10,20,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2010-02-28,LAL vs. DEN,DEN,16075
Layup Shot,Layup,443,20900879,34.0443,0,0,-118.2698,10,4,0,2009-10,26,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-02-28,LAL vs. DEN,DEN,16076
Turnaround Jump Shot,Jump Shot,464,20900879,34.0293,84,15,-118.1858,8,4,0,2009-10,14,8,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2010-02-28,LAL vs. DEN,DEN,16077
Jump Shot,Jump Shot,503,20900879,33.9293,65,115,-118.2048,5,4,0,2009-10,37,13,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2010-02-28,LAL vs. DEN,DEN,16078
Layup Shot,Layup,514,20900879,34.0443,0,0,-118.2698,5,4,0,2009-10,20,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-02-28,LAL vs. DEN,DEN,16079
Jump Shot,Jump Shot,533,20900879,33.9013,106,143,-118.1638,3,4,0,2009-10,25,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-02-28,LAL vs. DEN,DEN,16080
Jump Shot,Jump Shot,554,20900879,34.0543,195,-10,-118.0748,1,4,0,2009-10,56,19,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-02-28,LAL vs. DEN,DEN,16081
Jump Shot,Jump Shot,564,20900879,33.9363,73,108,-118.1968,0,4,0,2009-10,52,13,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2010-02-28,LAL vs. DEN,DEN,16082
Jump Shot,Jump Shot,567,20900879,33.8433,189,201,-118.0808,0,4,0,2009-10,23,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2010-02-28,LAL vs. DEN,DEN,16083
Fadeaway Jump Shot,Jump Shot,25,20900898,33.9783,-5,66,-118.2748,9,1,0,2009-10,39,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-03-02,LAL vs. IND,IND,16084
Jump Shot,Jump Shot,28,20900898,33.9293,-223,115,-118.4928,9,1,0,2009-10,6,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2010-03-02,LAL vs. IND,IND,16085
Jump Shot,Jump Shot,102,20900898,33.9433,106,101,-118.1638,2,1,0,2009-10,30,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2010-03-02,LAL vs. IND,IND,16086
Layup Shot,Layup,122,20900898,34.0443,0,0,-118.2698,1,1,0,2009-10,15,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-03-02,LAL vs. IND,IND,16087
Jump Shot,Jump Shot,201,20900898,33.9893,113,55,-118.1568,5,2,0,2009-10,20,12,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2010-03-02,LAL vs. IND,IND,16088
Driving Layup Shot,Layup,212,20900898,34.0443,0,0,-118.2698,3,2,0,2009-10,58,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-03-02,LAL vs. IND,IND,16089
Fadeaway Jump Shot,Jump Shot,261,20900898,33.8353,-4,209,-118.2738,0,2,0,2009-10,1,20,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-03-02,LAL vs. IND,IND,16090
Jump Shot,Jump Shot,279,20900898,33.8253,-45,219,-118.3148,11,3,0,2009-10,19,22,,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-03-02,LAL vs. IND,IND,16091
Running Bank shot,Bank Shot,296,20900898,34.0183,-73,26,-118.3428,8,3,0,2009-10,56,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-03-02,LAL vs. IND,IND,16092
Jump Shot,Jump Shot,312,20900898,33.8023,-76,242,-118.3458,7,3,0,2009-10,14,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2010-03-02,LAL vs. IND,IND,16093
Layup Shot,Layup,314,20900898,34.0443,0,0,-118.2698,7,3,0,2009-10,10,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-03-02,LAL vs. IND,IND,16094
Jump Shot,Jump Shot,347,20900898,33.7973,-11,247,-118.2808,4,3,0,2009-10,11,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2010-03-02,LAL vs. IND,IND,16095
Layup Shot,Layup,406,20900898,34.0443,0,0,-118.2698,9,4,0,2009-10,43,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-03-02,LAL vs. IND,IND,16096
Jump Shot,Jump Shot,414,20900898,33.9563,-235,88,-118.5048,8,4,0,2009-10,58,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2010-03-02,LAL vs. IND,IND,16097
Jump Shot,Jump Shot,8,20900912,33.8503,4,194,-118.2658,10,1,0,2009-10,24,19,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-03-04,LAL @ MIA,MIA,16098
Turnaround Jump Shot,Jump Shot,14,20900912,33.9213,125,123,-118.1448,9,1,0,2009-10,43,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-03-04,LAL @ MIA,MIA,16099
Driving Finger Roll Layup Shot,Layup,69,20900912,34.0443,0,0,-118.2698,4,1,0,2009-10,33,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-03-04,LAL @ MIA,MIA,16100
Jump Shot,Jump Shot,84,20900912,33.9963,47,48,-118.2228,3,1,0,2009-10,35,6,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-03-04,LAL @ MIA,MIA,16101
Driving Layup Shot,Layup,113,20900912,34.0443,0,0,-118.2698,1,1,0,2009-10,53,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-03-04,LAL @ MIA,MIA,16102
Jump Bank Shot,Jump Shot,123,20900912,33.9533,9,91,-118.2608,0,1,0,2009-10,7,9,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2010-03-04,LAL @ MIA,MIA,16103
Driving Layup Shot,Layup,198,20900912,34.0443,0,0,-118.2698,4,2,0,2009-10,7,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-03-04,LAL @ MIA,MIA,16104
Jump Shot,Jump Shot,200,20900912,34.0243,88,20,-118.1818,3,2,0,2009-10,34,9,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2010-03-04,LAL @ MIA,MIA,16105
Jump Shot,Jump Shot,233,20900912,33.9003,165,144,-118.1048,1,2,0,2009-10,29,21,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-03-04,LAL @ MIA,MIA,16106
Driving Layup Shot,Layup,268,20900912,34.0443,0,0,-118.2698,11,3,0,2009-10,15,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-03-04,LAL @ MIA,MIA,16107
Fadeaway Jump Shot,Jump Shot,296,20900912,34.0143,83,30,-118.1868,7,3,0,2009-10,0,8,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2010-03-04,LAL @ MIA,MIA,16108
Jump Shot,Jump Shot,311,20900912,33.8573,-166,187,-118.4358,5,3,0,2009-10,16,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2010-03-04,LAL @ MIA,MIA,16109
Jump Shot,Jump Shot,318,20900912,33.8953,-194,149,-118.4638,3,3,0,2009-10,27,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2010-03-04,LAL @ MIA,MIA,16110
Fadeaway Jump Shot,Jump Shot,333,20900912,33.8503,32,194,-118.2378,2,3,0,2009-10,35,19,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-03-04,LAL @ MIA,MIA,16111
Jump Shot,Jump Shot,361,20900912,33.8273,-120,217,-118.3898,11,4,0,2009-10,38,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2010-03-04,LAL @ MIA,MIA,16112
Driving Layup Shot,Layup,367,20900912,34.0443,0,0,-118.2698,10,4,0,2009-10,11,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-03-04,LAL @ MIA,MIA,16113
Turnaround Jump Shot,Jump Shot,376,20900912,33.9403,105,104,-118.1648,8,4,0,2009-10,56,14,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2010-03-04,LAL @ MIA,MIA,16114
Driving Layup Shot,Layup,408,20900912,34.0443,0,0,-118.2698,5,4,0,2009-10,54,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-03-04,LAL @ MIA,MIA,16115
Jump Shot,Jump Shot,431,20900912,33.8683,185,176,-118.0848,3,4,0,2009-10,12,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2010-03-04,LAL @ MIA,MIA,16116
Jump Shot,Jump Shot,441,20900912,33.8583,-177,186,-118.4468,2,4,0,2009-10,29,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2010-03-04,LAL @ MIA,MIA,16117
Jump Shot,Jump Shot,458,20900912,33.9013,144,143,-118.1258,1,4,0,2009-10,19,20,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-03-04,LAL @ MIA,MIA,16118
Fadeaway Jump Shot,Jump Shot,473,20900912,33.8473,28,197,-118.2418,0,4,0,2009-10,28,19,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-03-04,LAL @ MIA,MIA,16119
Jump Shot,Jump Shot,480,20900912,33.9563,83,88,-118.1868,0,4,0,2009-10,3,12,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2010-03-04,LAL @ MIA,MIA,16120
Jump Shot,Jump Shot,491,20900912,33.9043,204,140,-118.0658,4,5,0,2009-10,41,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2010-03-04,LAL @ MIA,MIA,16121
Jump Shot,Jump Shot,495,20900912,34.0373,-119,7,-118.3888,3,5,0,2009-10,51,11,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2010-03-04,LAL @ MIA,MIA,16122
Jump Shot,Jump Shot,497,20900912,33.8693,-125,175,-118.3948,3,5,0,2009-10,17,21,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-03-04,LAL @ MIA,MIA,16123
Jump Shot,Jump Shot,504,20900912,33.9023,-128,142,-118.3978,2,5,0,2009-10,48,19,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-03-04,LAL @ MIA,MIA,16124
Jump Shot,Jump Shot,546,20900912,33.7953,56,249,-118.2138,0,5,0,2009-10,11,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2010-03-04,LAL @ MIA,MIA,16125
Jump Shot,Jump Shot,14,20900914,34.0133,-157,31,-118.4268,10,1,0,2009-10,52,16,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-03-05,LAL @ CHA,CHA,16126
Fadeaway Jump Shot,Jump Shot,23,20900914,33.9393,61,105,-118.2088,9,1,0,2009-10,1,12,,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2010-03-05,LAL @ CHA,CHA,16127
Jump Shot,Jump Shot,59,20900914,33.8033,-93,241,-118.3628,6,1,0,2009-10,14,25,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2010-03-05,LAL @ CHA,CHA,16128
Layup Shot,Layup,80,20900914,34.0443,0,0,-118.2698,4,1,0,2009-10,49,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-03-05,LAL @ CHA,CHA,16129
Jump Shot,Jump Shot,218,20900914,33.7983,-21,246,-118.2908,6,2,0,2009-10,0,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2010-03-05,LAL @ CHA,CHA,16130
Jump Shot,Jump Shot,220,20900914,33.9803,-35,64,-118.3048,5,2,0,2009-10,54,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-03-05,LAL @ CHA,CHA,16131
Layup Shot,Layup,252,20900914,34.0443,0,0,-118.2698,3,2,0,2009-10,36,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-03-05,LAL @ CHA,CHA,16132
Jump Shot,Jump Shot,269,20900914,34.0103,-153,34,-118.4228,2,2,0,2009-10,32,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2010-03-05,LAL @ CHA,CHA,16133
Turnaround Jump Shot,Jump Shot,277,20900914,33.8803,-43,164,-118.3128,2,2,0,2009-10,2,16,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-03-05,LAL @ CHA,CHA,16134
Layup Shot,Layup,280,20900914,34.0443,0,0,-118.2698,1,2,0,2009-10,20,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-03-05,LAL @ CHA,CHA,16135
Jump Shot,Jump Shot,292,20900914,33.8953,-127,149,-118.3968,0,2,0,2009-10,20,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-03-05,LAL @ CHA,CHA,16136
Jump Shot,Jump Shot,302,20900914,33.8883,160,156,-118.1098,11,3,0,2009-10,17,22,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-03-05,LAL @ CHA,CHA,16137
Jump Bank Shot,Jump Shot,305,20900914,33.9943,-116,50,-118.3858,10,3,0,2009-10,41,12,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2010-03-05,LAL @ CHA,CHA,16138
Reverse Layup Shot,Layup,336,20900914,34.0443,0,0,-118.2698,7,3,0,2009-10,1,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-03-05,LAL @ CHA,CHA,16139
Turnaround Jump Shot,Jump Shot,352,20900914,33.9513,-15,93,-118.2848,5,3,0,2009-10,42,9,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2010-03-05,LAL @ CHA,CHA,16140
Fadeaway Jump Shot,Jump Shot,360,20900914,33.9423,-16,102,-118.2858,4,3,0,2009-10,49,10,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2010-03-05,LAL @ CHA,CHA,16141
Jump Shot,Jump Shot,381,20900914,33.9123,-218,132,-118.4878,2,3,0,2009-10,43,25,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2010-03-05,LAL @ CHA,CHA,16142
Jump Shot,Jump Shot,430,20900914,33.9023,-34,142,-118.3038,11,4,0,2009-10,48,14,1,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2010-03-05,LAL @ CHA,CHA,16143
Fadeaway Jump Shot,Jump Shot,444,20900914,34.0403,160,4,-118.1098,9,4,0,2009-10,48,16,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-03-05,LAL @ CHA,CHA,16144
Jump Shot,Jump Shot,467,20900914,33.7873,-93,257,-118.3628,7,4,0,2009-10,16,27,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2010-03-05,LAL @ CHA,CHA,16145
Jump Shot,Jump Shot,488,20900914,34.0303,160,14,-118.1098,5,4,0,2009-10,8,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-03-05,LAL @ CHA,CHA,16146
Jump Shot,Jump Shot,17,20900935,33.9233,124,121,-118.1458,10,1,0,2009-10,24,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-03-07,LAL @ ORL,ORL,16147
Turnaround Bank shot,Bank Shot,40,20900935,33.9963,-101,48,-118.3708,8,1,0,2009-10,38,11,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2010-03-07,LAL @ ORL,ORL,16148
Layup Shot,Layup,53,20900935,34.0443,0,0,-118.2698,7,1,0,2009-10,10,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-03-07,LAL @ ORL,ORL,16149
Pullup Jump shot,Jump Shot,60,20900935,33.9943,-163,50,-118.4328,6,1,0,2009-10,44,17,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-03-07,LAL @ ORL,ORL,16150
Jump Shot,Jump Shot,63,20900935,33.8693,-183,175,-118.4528,6,1,0,2009-10,16,25,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2010-03-07,LAL @ ORL,ORL,16151
Fadeaway Bank shot,Jump Shot,104,20900935,33.9963,103,48,-118.1668,3,1,0,2009-10,50,11,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2010-03-07,LAL @ ORL,ORL,16152
Fadeaway Jump Shot,Jump Shot,116,20900935,33.9963,73,48,-118.1968,3,1,0,2009-10,19,8,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2010-03-07,LAL @ ORL,ORL,16153
Jump Shot,Jump Shot,166,20900935,33.8983,-125,146,-118.3948,0,1,0,2009-10,4,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-03-07,LAL @ ORL,ORL,16154
Jump Shot,Jump Shot,275,20900935,34.0253,138,19,-118.1318,0,2,0,2009-10,50,13,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2010-03-07,LAL @ ORL,ORL,16155
Turnaround Jump Shot,Jump Shot,310,20900935,33.9013,-92,143,-118.3618,11,3,0,2009-10,49,17,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-03-07,LAL @ ORL,ORL,16156
Jump Shot,Jump Shot,314,20900935,34.0473,237,-3,-118.0328,11,3,0,2009-10,9,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,2010-03-07,LAL @ ORL,ORL,16157
Driving Layup Shot,Layup,318,20900935,34.0443,0,0,-118.2698,10,3,0,2009-10,24,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-03-07,LAL @ ORL,ORL,16158
Fadeaway Jump Shot,Jump Shot,364,20900935,33.9423,146,102,-118.1238,6,3,0,2009-10,21,17,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-03-07,LAL @ ORL,ORL,16159
Jump Shot,Jump Shot,401,20900935,33.8803,125,164,-118.1448,2,3,0,2009-10,37,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-03-07,LAL @ ORL,ORL,16160
Jump Shot,Jump Shot,458,20900935,33.9513,7,93,-118.2628,11,4,0,2009-10,21,9,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2010-03-07,LAL @ ORL,ORL,16161
Jump Shot,Jump Shot,465,20900935,34.0583,203,-14,-118.0668,10,4,0,2009-10,37,20,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-03-07,LAL @ ORL,ORL,16162
Turnaround Bank shot,Bank Shot,469,20900935,33.9783,114,66,-118.1558,10,4,0,2009-10,12,13,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2010-03-07,LAL @ ORL,ORL,16163
Jump Shot,Jump Shot,494,20900935,33.8903,-71,154,-118.3408,7,4,0,2009-10,59,16,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-03-07,LAL @ ORL,ORL,16164
Turnaround Fadeaway shot,Jump Shot,502,20900935,33.9993,114,45,-118.1558,6,4,0,2009-10,41,12,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2010-03-07,LAL @ ORL,ORL,16165
Jump Shot,Jump Shot,513,20900935,33.7863,-48,258,-118.3178,6,4,0,2009-10,9,26,,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2010-03-07,LAL @ ORL,ORL,16166
Fadeaway Jump Shot,Jump Shot,533,20900935,33.9693,113,75,-118.1568,4,4,0,2009-10,28,13,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2010-03-07,LAL @ ORL,ORL,16167
Jump Shot,Jump Shot,537,20900935,33.8663,92,178,-118.1778,3,4,0,2009-10,56,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-03-07,LAL @ ORL,ORL,16168
Driving Layup Shot,Layup,553,20900935,34.0443,0,0,-118.2698,2,4,0,2009-10,36,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-03-07,LAL @ ORL,ORL,16169
Fadeaway Jump Shot,Jump Shot,558,20900935,33.9673,144,77,-118.1258,2,4,0,2009-10,2,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-03-07,LAL @ ORL,ORL,16170
Jump Shot,Jump Shot,564,20900935,33.8463,-168,198,-118.4378,1,4,0,2009-10,29,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2010-03-07,LAL @ ORL,ORL,16171
Layup Shot,Layup,571,20900935,34.0443,0,0,-118.2698,0,4,0,2009-10,49,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-03-07,LAL @ ORL,ORL,16172
Fadeaway Jump Shot,Jump Shot,582,20900935,33.9813,108,63,-118.1618,0,4,0,2009-10,31,12,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2010-03-07,LAL @ ORL,ORL,16173
Jump Shot,Jump Shot,585,20900935,34.0653,-224,-21,-118.4938,0,4,0,2009-10,26,22,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612747,Los Angeles Lakers,2010-03-07,LAL @ ORL,ORL,16174
Jump Shot,Jump Shot,591,20900935,33.8473,-100,197,-118.3698,0,4,0,2009-10,12,22,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-03-07,LAL @ ORL,ORL,16175
Jump Shot,Jump Shot,606,20900935,33.8743,99,170,-118.1708,0,4,0,2009-10,1,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-03-07,LAL @ ORL,ORL,16176
Jump Shot,Jump Shot,26,20900952,33.8573,108,187,-118.1618,9,1,0,2009-10,11,21,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2010-03-09,LAL vs. TOR,TOR,16177
Turnaround Fadeaway shot,Jump Shot,43,20900952,33.9723,-78,72,-118.3478,7,1,0,2009-10,44,10,1,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2010-03-09,LAL vs. TOR,TOR,16178
Turnaround Bank shot,Bank Shot,80,20900952,34.0183,-90,26,-118.3598,3,1,0,2009-10,34,9,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2010-03-09,LAL vs. TOR,TOR,16179
Jump Shot,Jump Shot,82,20900952,33.9283,-51,116,-118.3208,2,1,0,2009-10,51,12,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2010-03-09,LAL vs. TOR,TOR,16180
Driving Layup Shot,Layup,103,20900952,34.0443,0,0,-118.2698,1,1,0,2009-10,10,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-03-09,LAL vs. TOR,TOR,16181
Pullup Jump shot,Jump Shot,200,20900952,34.0383,125,6,-118.1448,6,2,0,2009-10,28,12,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2010-03-09,LAL vs. TOR,TOR,16182
Driving Finger Roll Layup Shot,Layup,229,20900952,34.0443,0,0,-118.2698,3,2,0,2009-10,14,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2010-03-09,LAL vs. TOR,TOR,16183
Jump Shot,Jump Shot,241,20900952,33.9103,-212,134,-118.4818,2,2,0,2009-10,21,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2010-03-09,LAL vs. TOR,TOR,16184
